ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,ans,answer,ce,cf,cfi,co,color1,color2,color3,color4,color5,color6,color7,color8,cs,cse,ct,cth,danswer,dce,dcf,dcfi,dco,dcs,dcse,dct,dcth,difcolor,difcolor1,dresc,encoding,exp1,exp1.Cycle,exp1.Sample,exp2,exp2.Cycle,exp2.Sample,memorizing,prac,prac.Cycle,prac.Sample,pracresp.ACC,Procedure,resc,resp.ACC,resp.CRESP,resp.RESP,resp.RT,respcolor,Running,samecolor,samecolor1
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,11,x,n,red,cyan,blue,gray,black,yellow,blue,magenta,purple,navy,maroon,olive,olive,maroon,yellow,magenta,x,olive,magenta,purple,black,navy,maroon,yellow,blue,22,,gray,900,,,,,,,500,11,1,11,1,pracproc,maroon,,,,,gray,prac,17,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,12,n,n,yellow,navy,red,purple,purple,olive,blue,navy,red,magenta,cyan,yellow,magenta,cyan,olive,blue,x,purple,navy,olive,green,maroon,red,magenta,yellow,18,,black,900,,,,,,,1500,6,1,12,0,pracproc,magenta,,,,,magenta,prac,8,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,13,n,n,green,gray,olive,yellow,yellow,cyan,navy,gray,olive,blue,black,green,blue,black,cyan,navy,x,navy,yellow,magenta,blue,green,maroon,black,gray,23,,cyan,100,,,,,,,500,1,2,13,1,pracproc,navy,,,,,navy,prac,13,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,14,x,n,blue,green,black,purple,maroon,black,olive,purple,gray,red,green,cyan,olive,magenta,red,cyan,x,cyan,purple,gray,maroon,red,green,black,olive,15,,yellow,100,,,,,,,500,7,2,14,1,pracproc,cyan,,,,,yellow,prac,4,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,15,x,n,green,gray,maroon,magenta,cyan,olive,blue,gray,green,magenta,navy,yellow,blue,yellow,red,purple,x,yellow,gray,green,cyan,magenta,navy,olive,blue,17,,maroon,500,,,,,,,500,9,2,15,1,pracproc,green,,,,,maroon,prac,3,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,16,n,n,green,red,magenta,blue,blue,purple,black,red,magenta,cyan,olive,green,cyan,olive,purple,black,x,magenta,blue,black,red,yellow,maroon,cyan,gray,4,,green,500,,,,,,,1500,4,2,16,0,pracproc,cyan,,,,,cyan,prac,16,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,17,n,n,yellow,maroon,black,purple,purple,cyan,magenta,maroon,black,gray,navy,yellow,gray,navy,cyan,magenta,x,magenta,blue,navy,black,green,yellow,gray,purple,13,,red,900,,,,,,,1500,6,2,17,0,pracproc,gray,,,,,gray,prac,22,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,18,n,n,magenta,gray,olive,navy,navy,maroon,yellow,gray,olive,black,purple,magenta,black,purple,maroon,yellow,x,cyan,yellow,blue,olive,navy,green,gray,magenta,5,,maroon,100,,,,,,,1500,2,2,18,1,pracproc,yellow,,,,,yellow,prac,6,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,19,n,n,red,yellow,gray,olive,olive,maroon,navy,yellow,gray,purple,green,red,purple,green,maroon,navy,x,maroon,purple,cyan,navy,red,blue,gray,green,19,,olive,900,,,,,,,500,5,2,19,1,pracproc,purple,,,,,purple,prac,19,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,20,n,n,purple,yellow,magenta,cyan,cyan,maroon,gray,yellow,magenta,navy,black,purple,navy,black,maroon,gray,x,black,magenta,purple,gray,yellow,navy,blue,green,1,,red,500,,,,,,,500,3,2,20,0,pracproc,gray,,,,,gray,prac,10,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,21,x,n,maroon,black,green,olive,magenta,red,black,cyan,maroon,gray,yellow,blue,magenta,red,navy,cyan,x,blue,cyan,maroon,magenta,gray,yellow,red,black,16,,green,900,,,,,,,1500,12,2,21,1,pracproc,red,,,,,green,prac,11,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,22,x,n,black,navy,red,maroon,black,purple,red,cyan,olive,green,gray,maroon,cyan,magenta,olive,green,x,maroon,cyan,olive,black,green,gray,purple,red,3,,yellow,500,,,,,,,1500,10,2,22,1,pracproc,red,,,,,yellow,prac,23,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,23,n,n,olive,red,navy,maroon,maroon,yellow,purple,red,navy,green,gray,olive,green,gray,yellow,purple,x,red,purple,yellow,green,cyan,maroon,magenta,black,2,,navy,100,2,1,1,,,,1500,,,,,wkproc,purple,1,n,n,780,purple,exp1,7,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,24,n,n,gray,red,magenta,yellow,yellow,cyan,olive,red,magenta,maroon,blue,gray,maroon,blue,cyan,olive,x,blue,navy,gray,black,maroon,magenta,yellow,green,11,,cyan,100,1,1,2,,,,500,,,,,wkproc,maroon,1,n,n,746,maroon,exp1,5,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,25,x,n,yellow,maroon,black,purple,cyan,olive,blue,gray,green,magenta,navy,yellow,gray,navy,cyan,magenta,x,yellow,gray,green,cyan,magenta,navy,olive,blue,17,,maroon,900,11,1,3,,,,500,,,,,wkproc,gray,1,x,x,862,maroon,exp1,22,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,26,x,n,maroon,black,green,olive,gray,blue,green,magenta,purple,yellow,navy,black,magenta,red,navy,cyan,x,black,magenta,purple,gray,yellow,navy,blue,green,1,,red,900,12,1,4,,,,1500,,,,,wkproc,red,1,x,x,718,red,exp1,11,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,27,n,n,purple,yellow,magenta,cyan,cyan,maroon,gray,yellow,magenta,navy,black,purple,navy,black,maroon,gray,x,purple,magenta,maroon,red,black,cyan,green,yellow,14,,navy,500,3,1,5,,,,500,,,,,wkproc,gray,0,n,x,685,gray,exp1,10,
finals counterbalance,1,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">8981153029</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2020-12-28T02:53:28Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.002,1,391418592,12-28-2020,10:53:28,上午 02:53:28,28,x,n,olive,black,gray,blue,green,olive,black,magenta,maroon,gray,yellow,cyan,purple,red,green,magenta,x,cyan,magenta,maroon,green,gray,yellow,olive,black,9,,blue,500,9,1,6,,,,500,,,,,wkproc,olive,1,x,x,667,blue,exp1,2,
